"Region","Area","Device Type","Scope Groups","Scope Tags","Criteria"
"US","Eastcoast","Android","SG-DD-US-Eastcoast-Android","US-Eastcoast-Android","device.deviceOSType -contains ""android"" -and (device.displayName -startsWith ""USECFN1"" -or device.displayName -startsWith ""USECIT1"" -or device.displayName -startsWith ""USECLG1"" -or device.displayName -startsWith ""USECIT2"" -or device.displayName -startsWith ""USECIT3"" -or device.displayName -startsWith ""USECOT1"" -or device.displayName -startsWith ""USECOT2"" -or device.displayName -startsWith ""USECFN2"" -or device.displayName -startsWith ""USECFN3"" -or device.displayName -startsWith ""USECOT3"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECFN4"" -or device.displayName -startsWith ""USECFN5"" -or device.displayName -startsWith ""USECLG2"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECIT4"")"
"US","Eastcoast","SurfaceHub","SG-DD-US-Eastcoast-SurfaceHub","US-Eastcoast-SurfaceHub","device.deviceOSType -contains ""surfacehub"" -and (device.displayName -startsWith ""USECFN1"" -or device.displayName -startsWith ""USECIT1"" -or device.displayName -startsWith ""USECLG1"" -or device.displayName -startsWith ""USECIT2"" -or device.displayName -startsWith ""USECIT3"" -or device.displayName -startsWith ""USECOT1"" -or device.displayName -startsWith ""USECOT2"" -or device.displayName -startsWith ""USECFN2"" -or device.displayName -startsWith ""USECFN3"" -or device.displayName -startsWith ""USECOT3"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECFN4"" -or device.displayName -startsWith ""USECFN5"" -or device.displayName -startsWith ""USECLG2"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECIT4"")"
"US","Eastcoast","TeamsRoom","SG-DD-US-Eastcoast-TeamsRoom","US-Eastcoast-TeamsRoom","device.deviceOSType -contains ""teamsroom"" -and (device.displayName -startsWith ""USECFN1"" -or device.displayName -startsWith ""USECIT1"" -or device.displayName -startsWith ""USECLG1"" -or device.displayName -startsWith ""USECIT2"" -or device.displayName -startsWith ""USECIT3"" -or device.displayName -startsWith ""USECOT1"" -or device.displayName -startsWith ""USECOT2"" -or device.displayName -startsWith ""USECFN2"" -or device.displayName -startsWith ""USECFN3"" -or device.displayName -startsWith ""USECOT3"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECFN4"" -or device.displayName -startsWith ""USECFN5"" -or device.displayName -startsWith ""USECLG2"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECIT4"")"
"US","Eastcoast","TeamsPhone","SG-DD-US-Eastcoast-TeamsPhone","US-Eastcoast-TeamsPhone","device.deviceOSType -contains ""teamsphone"" -and (device.displayName -startsWith ""USECFN1"" -or device.displayName -startsWith ""USECIT1"" -or device.displayName -startsWith ""USECLG1"" -or device.displayName -startsWith ""USECIT2"" -or device.displayName -startsWith ""USECIT3"" -or device.displayName -startsWith ""USECOT1"" -or device.displayName -startsWith ""USECOT2"" -or device.displayName -startsWith ""USECFN2"" -or device.displayName -startsWith ""USECFN3"" -or device.displayName -startsWith ""USECOT3"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECFN4"" -or device.displayName -startsWith ""USECFN5"" -or device.displayName -startsWith ""USECLG2"" -or device.displayName -startsWith ""USECOT4"" -or device.displayName -startsWith ""USECIT4"")"
"INTL","International","Windows","SG-DD-INTL-International-Windows","INTL-International-Windows","device.deviceOSType -contains ""windows"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
"INTL","International","macOS","SG-DD-INTL-International-macOS","INTL-International-macOS","device.deviceOSType -contains ""mac"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
"INTL","International","iPhone","SG-DD-INTL-International-iPhone","INTL-International-iPhone","device.deviceOSType -contains ""iphone"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
"INTL","International","iPad","SG-DD-INTL-International-iPad","INTL-International-iPad","device.deviceOSType -contains ""ipad"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
"INTL","International","Android","SG-DD-INTL-International-Android","INTL-International-Android","device.deviceOSType -contains ""android"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
"INTL","International","SurfaceHub","SG-DD-INTL-International-SurfaceHub","INTL-International-SurfaceHub","device.deviceOSType -contains ""surfacehub"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
"INTL","International","TeamsRoom","SG-DD-INTL-International-TeamsRoom","INTL-International-TeamsRoom","device.deviceOSType -contains ""teamsroom"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
"INTL","International","TeamsPhone","SG-DD-INTL-International-TeamsPhone","INTL-International-TeamsPhone","device.deviceOSType -contains ""teamsphone"" -and (device.displayName -startsWith ""ILIT1"" -or device.displayName -startsWith ""ILMN1"" -or device.displayName -startsWith ""ILMN2"" -or device.displayName -startsWith ""ILIT2"" -or device.displayName -startsWith ""ILOT1"" -or device.displayName -startsWith ""ILOT2"" -or device.displayName -startsWith ""ILOT3"" -or device.displayName -startsWith ""ILOT4"" -or device.displayName -startsWith ""ILOT5"" -or device.displayName -startsWith ""ILOT6"" -or device.displayName -startsWith ""ILLG1"")"
